context,wrong,right
"Hal tersebut, ia sampaikan dalam laporannya pada arpat pemutakhiran data Tindak Lanjut Hasil Pengawasan (TLHP) Penyelenggaraan Pemerintahan Daerah tahun 2015.",arpat,rapat
"Hatta Rasaja dan Idrus Marham  mewakiliki KMP, sedangkan Pramono Anung dan Olly Dondokambay mewakili  KIH.",mewakiliki,mewakili
Kemendikbud mengukur indeks integritas peksanaan UN salah satunya melalui analisis pola respon jawaban.,peksanaan,pelaksanaan
"Kejadian bermula saat korban yang hendak berkunjung ke kediaman kawannya, melintas di Jalan Bengkoolen Street, Kota Bengkulu, pada sekitar pukul 22.00 WIB.",Bengkoolen,Bengkulen
Tim crisis center Kemenpar masih menghitung sejauh mana pengaruhnya terhadap pariwisa dan berharap insiden tersebut tuntas dan aman agar industri pariwisata tidak terlalu lama tertekan oleh suasana seperti ini.,pariwisa,pariwisata
"Selain ini bouncing house, PRJ juga menyeidkan wahana kereta mini Thomas dan komedi putar mini.",menyeidkan,menyedihkan
Presiden Nigeria Goodluck Jonathan dikecam keras karena kegagalannya melumpuhkan Boko Haram yang keberhasialnnya merebut sejumlah daerah menimbulkan kekhawatiran hilangnya kekuasaan pemerintah  atas wilayah timur laut itu.(Uu.,keberhasialnnya,keberhasilannya
"Konsep edukasi yang akan melibatkan seluruh komponen jasa syariah meliputi, perbankan, lembaga keuangan non-bank, pelaku pasar modal, industri keratif dan pelaku usaha kecil  tersebut menjadi puncak kegiatan kampanye keuangan Islami bertema ""Aku Cinta Keuangan Syariah"" (ACKS).",keratif,kreatif
Demikiano The Global Times mengutip Luo Changping.,Demikiano,demikian
Adies Kadir kunjungi konstitues di Dapil Jatim I,konstitues,constitutes
"Kebetulan waktu itu pemerintahan Hindia-Belanda dipimpin Gubernur Jenderal Van Limburg Stirum, yang oleh DM Koch disebut Een internationaal georienteerd staatsman (seorang negarawan yang berorientasi internasional).",internationaal,internasional
"""Belum seluruhnya yang memberikan, kita minta keluagra berikan data korban ke posko antemortem di posko lokasi longsor Napal Putih atau di RS Bhayangkara Kota Bengkulu,"" kata dia.",keluagra,keluarga
"Dua meninggal, 54 terluka.- Agustus 2000: Pesawat Gulf Air jatuh di lepas pantai Bahrain.",terluka.-,terluka
"Sebagai tahap awal dalam program 100 hari kerja Mendiknas baru, diadakan pelatihan kepada sekitar 30.000 kepala sekolah dan pengawas guna memperkuat implemnetasi manajemen berbasis sekolah.",implemnetasi,implementasi
"Jadi tidak hanya KIH, tetapi KMP juga, semuanya lah, dan juga tentunya dengan lembaga-lemba tinggi lainnya.""",lembaga-lemba,lembaga-lembaga
"""Kami inginya serentak, sebab kalau nyicil nanamnya maka hamanya malah akan subur,"" katanya.",nanamnya,menanamnya
"Pria yang akrab disapa Ujang itu mengaku, manamejen Bintang Jaya telah menyelesaikan pembayaran gaji para pemain sebelum diliburkan.",manamejen,manajemen
"Kasus pemerkosana yang menonjol yaitu kasus yang menimpa R (35), warga Depok, yang diperkosa di dalam mikrolet M26 jurusan Kampung Melayu-Bekasi pada tanggal 14 Desember lalu.",pemerkosana,pemerkosaan
"Ini juga memainkan jejeraing petualang dan kelompok-kelompok kejahatan lain,"" kata dia.",jejeraing,jejaring
"Pertemuan itu dilakukan di Ruang Konferensi 6 North Lawn Buiding, Markas Besar PBB, New York, Rabu sore waktu setempat atau Kamis dini hari WIB.",Buiding,building
Para pengugnsi hanya pasrah melihat Satpol PP mengemasi tenda tempat berteduh mereka selama tiga pekan terakhir.,pengugnsi,pengungsi
"Yaitu, album Horror Vision pada 2009 dan Profanatik yang dipasarkan pada 2014 lalu.",Profanatik,Profanatica
"Kepala Badan Kesatuan Bangsa dan Perlindungan Masyarakat Kabupaten Bojonegoro, Lukman Wafi, menyebutkan hingga saat ini banjir luapan Bengawan Solo menerjang Kecamatan Margomulyo, Ngraho, Padangan, Kasiman, Malo, Kalitidu, Dander, Trucuk, Bojonegero, Papas, Balen, Sumberejo, Kanor, dan Baureno.",banj,banjir
"""Dengan tambahan ini, menurut rekapitalusi tim bakal calon, ada 85.239 berkas dukungan,"" ujarnya.",rekapitalusi,rekapitulasi
"Kendati demikian, dirinya meminta dengan berbagai program bantuan yang diberikan, tidak semerta-merta menjadikan masyarakat kampung nelayan menjadi malas.",semerta-merta,serta-merta
"Dia mengatakan, kendati desk Pemilu Presiden Kota Mataram telah mengumumkan hasil rekapilutasi hasil pemungutan suara Pilpres 9 Juli 2014, namun hasilnya belum bisa dikatakan hasil final.",rekapilutasi,rekapitulasi
"Jakarta (ANTARA News) - Pengunung Java Jazz 2015 di Jakarta International Expo Kemayoran, tetap antusias kendati hujan ringan mengguyur sejak pukul 15.00 WIB hari ini ketika loket dibuka.",Pengunung,pengunjung
"Mengenai keberadaan RMS, Suryadi mengatakan bahwa para aktivitis dari Maluku yang menginginkan kemerdekaan Maluku Selatan, sampai saat ini memang masih ada dan terus berjuang.",aktivitis,aktivis
"Pertengkaran terjadi saat larut malam, dan dalam keributan yang selanjutnya terjadi, putra serta suadara perempuan tersangka bergegas memasuki rumah tersebut karena mengira pasangan itu diserang.",suadara,saudara
Kejadinan ini berlangsung beberapa pekan yang lalu di sekitar kawasan Polres Kolaka.,Kejadinan,kejadian
"Berbekal informasi itu, tim Prabowo-Hatta langsung menuju lokasi penjualan paket banah pokok di Jalan Banyumas, dekat Masjid Sunda Kelapa.",banah,bahan
"""Ernawati, sudah digajnar penjara karena kasus korupsi lainnya, dan masih ada lagi kasus perkara lain sedang ditangani,"" ujarnya.",digajnar,diganjar
"Anang mencontohkan, sekolah bisa menerapkan pengawan berupa kajian yang bersifat rutin dan berkelanjutan.",pengawan,pengawasan
"Langkah untuk mencekal mereka bisa memperburuk ketegangan antara misi Perserikatan Bangsa Bangsa dan Presiden Joseph Kabila, yang telah menyerukan penarikan pasukan Perserikan Bangsa Bangsa dalam jumlah besar.",Perserikan,Perserikatan
"Untuk itu, ia berharap, Pemerintah Ausatralia dapat segera memberikan klarifiskasi dan menyelesiaakan masalah ini.",menyelesiaakan,menyelesaikan
Pesawat AirAsia QZ8501  yang membawa 155 penumpang dan tujuh awal hilang kontak di Selat Karimata sepekan lalu dan diyakini dijatuh di laut.,dijatuh,jatuh
"Menurut Todung, atas dasar tersebut, pihaknya kini kembali mengajukan gugagatan ke Pengadilan Tata Usaha Negara (PTUN) dalam tingkat yang lebih tinggi.",gugagatan,gugatan
Sarjana Mulsim Syiah dari Inggris itu pernah berkhotbah tentang tema homoseksualitas di Orlando pada Maret 2016.,Mulsim,Muslim
"Itu kami berpikrian ranahnya etika kalau itu dikualifikasikan sebagai suatu kesalahan,"" katanya.",berpikrian,berpikiran
Maqdir juga enggan berkomentar megnenai kemungkinan penahanan Lino.,megnenai,mengenai
"Dia menambahkan akan berfokus pada hal-hal mendasar, seperti ketersediaan listrik, percepatan perizinan, pengolaan ESDM dan Migas dengan baik serta mengurangi ekspor bahan mentah tanpa diproses.",pengolaan,pengelolaan
"Diantarnya Ketua DPR sekaligus Wakil Ketua Majelis Tinggi Partai Demokrat Marzuki Alie, Menteri Perdagangan Gita Wirjawan dan Ketua DPD  Irman Gusman.",Diantarnya,diantaranya
Nomor unik tersebut antara lain untuk menghindari terjadinya pemalsuan ijasah.,ijas,ijasah
"Jika menang, lawan paling mungkin didadapi di babak kedua adalah unggulan keempat asal Taiwan, Chou Tien Chen.",didadapi,didandani
"Dikatakannya, negara ini memerlukan panduan jangka panjang agar semua pembangunan dapat berkelanjut secara jangka panjang.",berkelanjut,berlanjut
"Sebelumnya atau tahun 2014, Kantor Imigrasi Banjarmasin yang kin berkeududkan di Jalan A Yani Km22 wilayah Kota Banjarbaru itu, mendepoprtasi 14 TKA, lanjutnya  menjawab Antara Kalsel.",berkeududkan,berkedudukan
"Abdul Salam mengaku pihaknya sangat kesulitan mengamankan aktivitas warga mencokel batu karang tersebut, termasuk para nelayan yang menangkap ikan dengan menggunakan bahan peledak dan racun potasium sianida.",mencokel,mencongkel
"CO. ID, PBB, NEW YORK -- Misi PBB di Sudan Selatan (UNMISS) telah melaprokan jumlah kasus dugaan kolera di negeri itu telah naik jadi lebih dari 670 dan 23 kematian, kata badan PBB yang menanggapi wabah dan pencegahan penyebaran lebih lanjut penyakit itu.",melaprokan,melaporkan
Dimunkinkan koutanya tidak lagi 50 persen dari total jumlah mahasiswa baru yang harus diterima oleh perguruan tinggi negeri setiap tahunnya.,koutanya,kuotanya
"Pantauan Antara, kemenangan tim yang berjuluk ""Singo Edan"" itu disambut dengan eforia kegembira pendukung Aremania dengan yel-yel yang menggetarkan suasana stadion Kapten Dipta Gianyar, menjadi sangat meriah.",kegembira,kegembiraan
"Ia menjelaskan dana untuk membayar iuran BPJS bagi para anggota tersebut, diambil dari keuntungan hasil kemitraan terkait usaha produksi batik khas Borobudur antara peguyuban tersebut dengan pengelola kepariwisaan Candi Borobudur.",kepariwisaan,kepariwisataan
"Dalam diskusi bertemakan ""Menyegarkan Partai Golkar"", Ahmad Doli Kurnia mengatakan pihaknya membicarakan upaya menjaga keberadaan partai politik dari serangan pendeskriditan parpol di Indonesia akhir-akhir ini.",pendeskriditan,pendiskreditan
"Keputusan rakernas tersebut dibacakan langsung oleh Ketua Umum PAN Hatta Rajasa dihadapan para peserta rakernas, media serta Dewan Pembina Partai Gerindra Prabowo Subianto dan jajangan pengurus Partai Gerindra di Kantor DPP PAN, Jakarta, Rabu.",jajangan,jangan
"Perempuan yang kerap memadumadankan ragam motif dan warna dalam berpakaian mendeksripsikan ciri khasnya dengan tiga kata: playful, colorful, adventurous.",mendeksripsikan,mendeskripsikan
"Kendati demikian, upacara perayaan kemeredakaan yang dihadiri seluruh pejabat instasi pemerintahan   Bulukumba, dengan inspektur upacara Bupati Bulukumba, Zainuddin Hasan berjalan lancar.",kemeredakaan,kemerdekaan
"""Pasanganang tidak berani menantang berharap jika adanya penundaan maka mereka cikup waktu mperkuat dirinya sampai pada saatnya mampu berlaga dengan peluang bisa mengalakan yang kuat tersebut,"" ucap Arif.",mperkuat,memperkuat
"maksimal anggota kelompok tiga orang, sedangak kategori mahasiswa",sedangak,sedangkan
Penyelesaikan kasus tersebut akan dilakukan sampai pergantian kepemimpinan yang tinggal 10 bulan lagi.,Penyelesaikan,penyelesaian
Polisi akan berusaha meminimalisir adanya sikap intoleresi di Gunung Kidul.,intoleresi,intoleransi
"Jadi penyedikan akan tetap dilanjutkan,"" ujarnya.",penyedikan,penyelidikan
"""Dengan demikian peringatan dini tsunami kita perpnajang dua jam lagi sejak gempa kedua dengan kekuatan 8,1,"" jelas Prih.",perpnajang,perpanjang
"""Saya berharap hasil dari pertemuan ini akan menjadi kongkrit dan nyata, tidak hanya menjadi pertemuan biasa karena kapasitas dari Maya Soentoro selain sebagai adik kandung dari Presiden Amerika Baraq Obama, juga sebagai guru besar di Universitas Hawai.",Baraq,Barack
"""Semua karyawan Indosat akan menjadi mobile agent, membawa sim card kosong dan kami bekali aplikasi untuk meng-upragrade yang hanya membutuhkan waktu kurang dari 5 menit,"" kata Alex.",meng-upragrade,meng-upgrade
"Menurut Alex, pertemuan berlangsung singkat dan tak secara spesiifk membahas kasus-kasus tertentu.",spesiifk,spesifik
"Untuk di duga di bunuh saat ini belum bisa di impulkan kami masih mengumpulkan saksi dan barang bukti,"" tutupnya.",impulkan,diimpulkan
"Para demosntran menerobos penjagaan dan pagar perimeter, untuk menyerbu gedung pemerintah utama Hong Kong.",demosntran,demonstran
"TORAJA, KOMPAS.com - Otto Sarira Allo Pasa, lurah Pangngala Utara melaporkan atasannya sendiri, Camat Rinding Allo, Paulus Batti ke polisi setempat dengan tuduhan penganiayaan.",Pangngala,Pangala
Mura mengatakan pihaknya menyampakian penjelasan mengenai awal mula pembangunan Candi Borobudur hingga cerita yang ada di relief candi yang juga warisan budaya dunia tersebut.,menyampakian,menyampaikan
"""Jalur trans Sulawesi dari Sulteng ke Sultra melalui Morowali saat ini sudah normal seterlah teprutus sejak 25 Juli 2013,"" ujarnya.",teprutus,terputus
"Kalau wacana itu muncul sekarang, saya melihatnya karena kejenglekan atas situasi Jakarta yang semrawut, macet.",kejenglekan,kejengkelan
"Jadi tidak ada alasasan kita merayakan Valentine,"" katanya.",alasasan,alasan
"Sedangkan selama Maret 2008, berhasil diungkap  sebanyak 22 kasus psikoterapika dan narkoba.",psikoterapika,psikotropika
"Terutama, untuk pemudik yang menggunakan sepeda motor, dia mengimbau untuk wajib bersitirahat ketika sudah mulai merasa mengantuk dan lelah.",bersitirahat,beristirahat
"Tokoh pejuang intgerasi Timtim ke dalam NKRI ini menegaskan, biasanya miras beredar marak di pusat-pusat hiburan tersebut.",intgerasi,integrasi
Ia menilai meski ada dugaan kerkaitan dengan kasus Rohingya tapi terlalu prematur untuk disimpulkan.,kerkaitan,keterkaitan
"Oleh karena itu, penulis buku ""Revolusi Kesadaran"" itu mendukung komitmen Jokowi-JK akan memperjuangkan pembentukan kurikulum yang menjaga keseimbangan aspek muatan lokal (daerah) dan apek nasional dalam rangka membangun pemahaman yang hakiki terhadap ke-bhineka-an yang Tunggal Ika.",ke-bhineka-an,kebhinekaan
"""Ini kerja besar butuh perencaanan bagus,  dan anggaran yang bagus.",perencaanan,perencanaan
"Kabul (ANTARA News) - Sedikti-dikitnya empat prajurit badan pertahanan Atlantik utara NATO asal Ceko tewas dalam serangan di Afghanistan timur Selasa, kata Pasukan Bantuan Keamanan Asing (ISAF).",Sedikti-dikitnya,Sedikit-dikitnya
"Berdasarkn informasi yang dihimpun Antara, Kedua Kementerian akan melakukan monitoring dan evaluasi paling sedikit satu kali dalam setahun atau berdasarkan kebutuhan atas pelaksanaan Nota Kesepahaman tersebut.",Berdasarkn,berdasarkan
"Pembicara kedua,  UNIID-SEA, Mary Garce P. Santos, yang mengulas materi tentang ""Perspective on Innovation for Inclusive Development"".",Garce,Grace
"Menurut dia, dalam kitab klasik al-Ahkam al-Sultoniah karya Imam Mawardi disebutkan tujuh kriteria pemimpin, yaitu adil, berilmu pengetahuan, sehat jasmani, bersih, cerdas, berani, dan tegas.",al-Sultoniah,al-Sultania
"Sementara dari informasi awal yang masuk pada BKPM, kedua perusahaan tidak tutup melainkan melakukan restrukturasi terkait akuisi prinsipal mereka di Jepang serta dileburnya divisi salah satu anak perusahaan yang ada.",akuisi,akuisisi
"Berikut sajian fakta dan statistik selama 22 balapan di Mugello.- Legenda MotoGP, Barry Sheene, merupakan orang pertama yang menang di Mugello.",Mugello.-,Mugello
"Menurut dia, Indonesia sebenarnya menganut sistem otda karena wewenang pelaksanaan pemerintahan ada di daerah.",otda,ada
"Kepala Satuan Reserse Kriminal Kepolisian Resor Metro Jakarta Timur Komisaris Nicolas A Lilipali menyatakan, memang terjadi uasha perampokan terhadap nasabah ATM Bank BCA Jalan Dewi Sartika.",uasha,usaha
"""Kita tidak bisa langsung melakukan pengadaan alat pencetak E-E-KTP itu karena harus melalui persetujuan pemprov dan pemerintah pusat,"" kata Riban.",E-E-KTP,E-KTP
"Daging sapi susah diidentifikasi, tetapi daging sapi segar biasanya berwarna merah terang.- Mencium bau daging adalah cara termudah untuk mengetahui apakah daging masih segar atau tidak.- Tekstur daging busuk licin, tanda bakteri telah mulai berkembang biak pada permukaannya.",terang.-,terang
"Di Kota Manado sendiri, sudah tercatat ada 109 rumhahn yang hanyut terseret arus banjir bandang.",rumhahn,rumah
Air baku berasal dari Sungai Progo yang pengolahannya di Banjaroya Kalibawang dengan kapsaitas 100 liter per detik.,kapsaitas,kapasitas
"""Kami bersama Diseprindag ESDM Kota Batam terus akan bergerak dan menyisiran tempat-tempat penimbunan tanpa izin agar subsidi tetap bisa dinikmati masyarakat uang membutuhkan,"" kata Carles.",Diseprindag,Disperindag
Adi alisa Tyo (23) ditembak mati karena mencoba menyerang polisi dengan pisau penghabisan.,alisa,alias
"Ia menjelaskan, sekira pukul 10.00 WIB dilaporkan ada seseseorang membawa barang itu ke loket bus Bintang Utara di Terminal Pasar X Tanjung Beringin, Kecamatan Hinai.",seseseorang,seseorang
"Sebelumnya, pada 2015, Jokowi telah melakukan pertemuan bilaterlan dengan Raja Abdullah II dari Jordania.",bilaterlan,bilateral
"Perintah itu telah disampaiakn Ryamizard dengan seluruh bawahannya, mulai dari Panglima TNI Jenderal TNI Gatot Nurmantio dan Kepala Staf Angkatan Udara (KSAU) Marsekal TNI Agus Supriatna.",disampaiakn,disampaikan
"Tak cuma rumah Asmah, puluhan bahkan ratusan bangunan rumah diperkiraakn akan dirobohkan petugas di areal perlintasan kereta api di Pematangsiantar.",diperkiraakn,diperkirakan
"Dengan megnitud gempa 6,5, gempa Kebumen sebenarnya belum apa-apa dibandingkan gempa Aceh pada tahun 2004 yang bermagnitud 9,2 atau gempa Mentawai pada tahun 2010 yang bermagnitud 7,7.",megnitud,magnitude
"Menurut Darmin, keterlibatan anak sekolah agar dapat merepresentasikan semangat anak muda sekaligus gerenasi penenerus bangsa.",gerenasi,generasi
"""Salah satunya melalui penguatan fungsi dan optimalisasi peran fasilitas kehatan tingkat pertama yang akan berdampak pada peningkatan status kesehatan masyarakat,"" katanya.",kehatan,kesehatan
"Pada era Terbuka, turnamen-turnamen pra-Wimbledon hanya menghasillkan 14 juara Wimbledon, masing-masing 10 dari juara turnamen Queen dan 4 dari Halle.- Tiga dari tujuh petenis putra Amerika Serikat akan berlaga hari ini.",Halle.-,Halle
"""Saya masuk (timnas) pada usia muda dan mencetak hatrik saat melawan Kroasia, maka siapapun dapat masuk dan melakukannya saat melawan Moldova atau Ukraina.",hatrik,hattrick
"Sementara itu, Rafael Xigo Armando Fausta, siswa kelas IV SD Negeri 2 Banyumanik yang bertarung di kelas U-30 kg putra, meraih perak dan atlet Bintang Kabila Laoetania Hakim, siswi kelas VI SD Induk Ungaran yang turun di kelas U-38 kg putri, meraih medali perak.",Laoetania,Lautania
