context,wrong,right
"Ia mengatakan, di RT 03 RW 09 jugas terdapat puluhan rumah rusak.",jugas,juga
"TENGGARONG, RABU - Perenang Jambi, M Akbar Nasution, kembali memecahkan rekor PON di cabang renanng nomor 400 meter gaya bebas putra.",renanng,renang
"Setelah pemerikasaannya sempat terhenti beberapa waktu, KPK kembali melakukan pengumpulan bahan dan keterangan dengan memanggil pihak-pihak yang dianggap mengetahui tentang penyaluran dan pembayaran BLBI.",pemerikasaannya,pemeriksaannya
Tendangn keras disisi kiri gawang PSM Makasar itu tidak dapat dijangkau oleh penjaga gawang Markus Haris Maulana.,Tendangn,Tendangan
"Sepeda motor yang telah dimodifikasi untuk menaklukan lintasan tanah, menempuh jarak sejauhr 40 kilometer.",sejauhr,sejauh
"Di tempat terpisah, Rahmat, anggota Tim Pengujian Energi dari Distamben NTB memastikan bahwa hawa panasa yang muncul dari lantai rumah warga itu tidak mengandung gas, melainkan adanya kesalahan pemasangan instalasi listrik tumag atau biada disebut ""arde"".",panasa,panas
"Jadi bagaimana membuat fungsi-fungsi dan kerja-kerja se-efektif dan se-efisien mungkin dengan anggaran yang seminimal mungkin,"" ujar Rini.",se-efisien,seefisien
"Namun ia mengaku telabh kehilangan ""passion"" di arena ini.",telabh,telah
Cara cepat melakukan pengurangan sebenarnya dengan enembakan dari udara mengguankan helikopter.,enembakan,penembakan
"Pilkada langsung, kata dia, dapat memunculkan bibit-bibit pemimpin berkualitas dari tengah rekyat di setiap tingkatan, seperti bupati, wali kota, maupun gubernur.",rekyat,rakyat
"""Ia harus menyadari bahwa sikapnya harulah berorientasi pada grup.",harulah,haruslah
"Bahkan, mereka menambah bantuan sosial lainnya berupa Kube PKH bagi penerima PKH yang masa penerimaan bantuan PKH-nya hampir habis,"" kata dia.",PKH-nya,PKHnya
Melalui O2SN ini juga maka setiap siswa akan mengetahui pentingnya sebah kelompok dalam mencapai keberhasilan.,sebah,sebuah
"Penasihat hukum Herlan lainnya yang masih tinggal di ruang sidang, Dion Y Pongkor, juga menyampaikan keberatannya atas dijadkannya Edison sebagai ahli.",dijadkannya,dijadikannya
"Lebih lanjut Edi menambahkan bahwa hingga saat ini dengan dibekuknya tersangka pelakau teror, keadaan di PT Inco mulai membaik.",pelakau,pelaku
"Meski melemah akibat dampak kenaikan BBM bersubsidi pada awal Maret, tingkat keyakinan konsumen tersebut masih lebih baik dibandingkan kondisi Desember 2014 dengan IKK sebesar 123,9 yaitus pascakenaikan BBM pada November 2014.",yaitus,yaitu
"Pers juga seharusnya memberitakan keberhasilan-keberhasiln tersebut, dengan kata lain juga harus menjadi penyambung antara pemerintah dengan masyarakatnya.",keberhasilan-keberhasiln,keberhasilan-keberhasilan
"""Ahok itu hati-nya Golkar.",hati-nya,hatinya
"Mereka tak habis pikir jika racun pada makanan tersebut adalah racum alamiah, mengingat dampaknya yang terlampau mematikan.",racum,racun
"Cita-cita partai juga berakar pada moral agama, kemanusiaan, dan kemajemukan, sedangkan selebihnya PAN menganut prinsip nonsektarian dan nondiskriminatif.",nonsektarian,nonsectarian
"Pertandingan baru berjalan lima menit, PSIs mendapat penalti setelah pemain PPSM Elyas melakukan pelanggaran terhadap Franky Mahendra di daerah terlarang.",PSIs,PSIS
"""Karena itu harus diagendakan segera oleh tatib DPRD, dan memang persyaratannya harus mundur karena tidak boleh merangkan dua jabatan negara.",merangkan,merangkap
Kami belum menemukan tokoh sekaliber baliau.,baliau,beliau
Djaduk pun mnyebut profesi dalang sebagai contoh.,mnyebut,menyebut
"Dikatakannya, kemajuan tersebut didukung oleh kemajuan dalam berkarier, kemandirian serta keterbukaan informasi yang membuat perempuan mudah mengekspresikan dirinya, misalnya melalui media soaial.",soaial,sosial
"Terkait hal tersebut, MUI Papua mengatakan Pemerintah Daerah (Pemda) Tolikara menjadi pihak yang harus betanggung jawab menjamin hak hidup masyarakat.",betanggung,bertanggung
"Namun, Asma menyadari perbedaan di antara keduanya sehinggga berupaya untuk terus melupakan Zhongwen, pemuda berrahang kokoh dan bermata mencerminkan kecerdasan.",berrahang,berahang
Kelompok antipembangunan yang disebut pemerintah Indonesia adalah Gerakan Pembebasan Papua Barat (FWPM) yang mengunggah berita penyerahan laporan HAM kepada Sejen PBB di laman organisasi tersebut pada 26 Mei lalu.,Sejen,Sekjen
"""Selain turun di nomor perorangan, mereka juga akan kita turunkan di nonor beregu,"" imbuh Muslimin.",nonor,nomor
"Keputusan itu menunjukkan bahwa betapa pun Jokowi ingin tegas, dia tetaplan seorang pemimpin yang sangat hati-hati dalam mengambil keputusan.",tetaplan,tetapan
"Naya menginginkan peserta menampilkan karakter menagis, tertawa dan marah.",menagis,menangis
Wiranto sendiri belum memberikan orasi politik di dapan para pendukungnya.,dapan,depan
protokoler; danf.,danf,dan
Serangan hari pertama pada Selasa dengan pemboman tunggal yang menghancurkan sedikitnya dua rumah di Khan Younis di Gaza selata.,selata,selatan
"Ketua DPW PKS Kaltim, Masykur Sarmian mengatakan, DPW PKS Kalimantan Timur turut berduka yang mendalam atas ditemukannnya bocah yang masih berusia empat tahun tersebut.",ditemukannnya,ditemukannya
"""Pembukaan museum Madame Tussauds di Beijing, merupakan salah satu komitmen kami untuk lebih memperkenalkan keberadaan museum itu dengan lebih atraktif di Tiongkok,"" kata Kepala Merlin Entertaiments Group untuk Asia Craig Dunkerley.",Entertaiments,Entertainments
"Soal starter lawan Vietnam, kami masih belum dapat memastikan siapa saja karena masih ada latihan lagi dan melihat kondis pemain jelang pertandingan,"" jelas Riedl.",kondis,kondisi
"Catatan itu diantaranya BPJS Kesehatan dianggap mengandung unusur gharar (ketidakjelasan), maisir (memiliki unsur pertaruhan) dan riba.",unusur,unsur
Satu buah kalung seling warna kuning dan putih dengan liontin ditaksir emas dengan mata 336 berllian,berllian,berlian
"Di nomor tunvgal puteri ini pula, Maria Febe Kusumastuti melewati babak pertama dengan menyisihkan unggulan 8 asal Thailand, Porntip Buranaprasertsuk 13-21 21-19 24-22",tunvgal,tunggal
"""Memproduksi persenjataan di wilayah Indonesia lebih penting bagi kami, daripada mendirim produk siap pakai.",mendirim,mengirim
"Di awal kepemimpinannya, dia memutuskan untuk menerapkan konsep BMW: Bersih, Manusiawi, berWibawa di Jakarta.",berWibawa,berwibawa
Pohon Natal raksasa etinggi 38 meter yang menjadi ciri khas Natal mal tersebut akan dihadirkan dengan balutan ribuan stainless flappers berwarna silver dan gold.,etinggi,setinggi
Final ini pun harus diselasaikan sampai partai kelima.,diselasaikan,diselesaikan
"Ia mengaku banyak mendapatkan desakan dari masyarakat pendudung capres dan cawapres pasangan Jokowi-JK untuk hadir di daerah itu, agar calon pemimpin bangsa itu melihat langsung kondisi wilayah perbatasan Indonesia-Malaysia.",pendudung,pendukung
"Dalam kesempatan itu, TGB menyampaikan realiasasi program MP3EI Koridor V hingga Agustus 2014, di mana yang sudah ""digroundbreaking"" sebanyak 33 proyek dengan nilai investasi mencapari Rp53 triliun.",realiasasi,realisasi
"Padalah pada tahun 2006, jenin burung di situ  masih mencapai 90 jenis.",jenin,jenis
Kuala Lumpur (ANTARA News) - Agensi pembantu rumah Malaysia tidak kkhawatir dengan rencana pemerintah Indonesia menghentikan pengiriman pembantu rumah tangga (PRT) ke luar negeri.,kkhawatir,khawatir
Keindahan perpaduan dua negara Spayol-Indonesia dengan menyajikan musik tradisional Sunda sungguh menghibur penonton di West Java Cultural Performing Arts and Film Festival.,Spayol-Indonesia,Spanyol-Indonesia
"Karena itu, Pemprov DKI Jakarta akan mengonsinyasikan sejumlah bidang tanah tersebut.",mengonsinyasikan,mengkonsinyasikan
"Anwar menuturkan, ditempatkanya punggawa Garuda Jaya Timnas U19 dalam satu kelas agar mereka mudah diberikan materi kuliah.",ditempatkanya,ditempatkannya
"Hal itu, menurutnya sebagai upaya untuk mencegah adanya sumber illegl yang masuk ke rekening partai.",illegl,illegal
"Adapun penjatahan pada 28 Juni 2016, distribusi secara eiektronik di KSEI pada 30 Juni 2016, sehingga bisa dicatatkan di Bursa Efek Indonesia pada 1 Juli 2016.",eiektronik,elektronik
"Mustafa mengatakan Pemerintah Kerajaan Arab Saudi akan memberikan bantuan kepada korban meninggal dan cacat seumur hidup dari musibahn itu sebesar satu juta riyal (Rp3,8 miliar).",musibahn,musibah
"Sehingga telah menyampaikan kepada para penumpang yang telah diinapkan di hotel-hotel untuk segeara melakukan ""check-in"" di Bandara El Tari pada kesempatan pertama yaitu antara pukul 08.00-09.00 WITA, untuk kelancaran penerbangan tepat pada waktunya.",segeara,segara
Masyarakat Boyolali yag tersebar di 19 kecamatan dengan sukarela memberikan dukungan kepada niat paguyupan Tijitibeh tersebut agar Jokowi sebagai Capres.,paguyupan,paguyuban
"Rusia mengatakan, pasukan darat tidak mengambil bagian dalam operasi tempur di Suriah dan tidak ada laporan resmi tentang adanya prajurit yang tewas karena bertempur di negara yang dilnda perang itu.",dilnda,dilanda
"Ganda CampuranKo Sung-Hyun dan Kim Ha-Na (Korsel) mengalahkan Shendy Puspa Irawati dan Fran Kurniawan (Indonesia x5) 23-21, 21-15 Zhao Yunlei dan Zhang Nan (China x2) mengalahkan Lee Chun-hei dan Chau Hoi-wah (Hongkong) 21-16, 21-11",Ha-Na,Ha-na
"""Gede mbiyen, ki ora kandhel (besar dulu, sekarang tidak tebal),"" katanya saat dihubungi dari Jakarta.",kandhel,kandel
"Hallimah menyebutkan, sumber energi listrik alternatif yang dihasilkannya bersama tim dengan memanfaatkan fotosintesis alqa Chlorella sp dengan menerapkan teknologi biofoltovoltaik.",alqa,alga
"Apresiasi terhadap perjalanan toleransi, plurarisme, dengan melindungi kelompok keyakinan apapun asal tidak meruggikan orang lain,"" katanya.",meruggikan,merugikan
"Data tersebut mendorong para investor mempertimbangkan kembali ekspentasi untuk kenaikan suku bunga oleh Federal Reserve AS, yang melemahkan dolar dan mengangkat daya tarik logam mulia.",ekspentasi,ekspektasi
"Ke-12 orangutan terdiri dari sembilan betina dan tiga jantan tersebut akan dilepasliarkan dalam dua kali pemberangkatan padad 11 dan 20 April 2016, kata Manajer Program Nyaru Menteng Denny Kurniawan, Palangka Raya, Rabu",padad,pada
"""Sampai H-4 distriusi soal ke Pulau Numfor belum kami lakukan mengingat tidak tersedianya anggaran untuk pengiriman naskah ke sekolah tujuan,"" ujar Wakil Rektor IISIP Djamil Hasyim.",distriusi,distribusi
"Tidak butuh waktuh lama, polisi berhasil mengungkap pelaku pembunuh gadis cantik yang teridentifikasi bernama Hermawati tersebut.",waktuh,waktu
Puji yang juga caleg jadi di DPRD Banjarnegara itu juga membantah kabar yang menyebutkan bahwa selama ini dirinya telah bersembunyi atau melarikan diri dari Banjarnegara karena ketakukan.,ketakukan,ketakutan
"Dalam kunjungan tersebut, Presiden tampak ditemani oleh Menteri Sekretaris Negara Pratikno, Menteri Kelautan dan Perikanan Susi Pudjiastuti, serta Gubernur Bengkulu Junaydi Amsyah.",Junaydi,Junaidi
"Sebab, hal itu akan berpotensi menimbulkan masalah hukum bila tidak menguruz izin penebangan pohon.",menguruz,mengurus
"""Saya bersedu pada Allah untuk memberi ampun kepada saya, saudara saya dan keluarga saya,"" kata Tsarnaev.",bersedu,tersedu
"AMBON, KOMPAS.com   - Gubernur Maluku, Karel Albert Ralahalu, meminta Dinas Perindustrian dan Perdagangan dan Dinas Perhubungan, untuk memperhatikan ketersediaan kebutuhan pokok dan moda  transportasi menjelang Natal 2012  dan Tahun Baru 2013 .",enjelang,menjelang
SBY ditemani Ketua Umum Partai Demokrat Hadi Utomo dan Ketua Dewan Pimpinan Daerah Partai Demorkrat Nanggroe aceh Darussalam Nova Iriansyah.,Demorkrat,Demokrat
"Yang bersangkutan bisa langsung ke luar dari lapas sepanjang tidak ada tanggunan beban denda,"" ujar Kepala Lapas Kelas I Madiun, Pargiyono, Sabtu.",tanggunan,tanggungan
"Sedangkan daging ayam yang aman dikonsumsi , warnanya baggus kuning kecoklatan, di bagian sayap dan kepala aliran air masih baik, tidak berbau menyengat formalin.",baggus,bagus
"Di antaranya Desa Dempo Timur, Desa Waru Timur, Desa Pasean, Desa Bindang, Desa Tegngser Laok dan Desa Sana Daja, Kecamatan Pasean.",Tegngser,Tengser
"Ini jelas merupakan pelanggaran dan terindikasi sebagai upaya pembukaman demokrasi yang tak boleh terulang,"" ujar Basang.",pembukaman,pembukaan
"Mau tak mau perusahaan pers lama pun harus beradaptasi dengan zaman, wartawan sebagai ujung tombak perusahaan media pun ikut menjadi mutan, saat liputan mereka harus dapat menulis berita, mengambil foto, bahkan mengambil video demi konevergensi media.",konevergensi,konvergensi
"Farouk memahami adanya keberatan terkait pelanggaran hak asasi manusia (HAM) yang dilayangkan oleh negara asal para terhukum, namun di sisi lain seharusnya mereka juga harus menghormati dan memahami sistem hukum yang ada di Indonesia sebagai sebuah negara berdaulat terkait kejahatan-kejahata luar biasa seperti itu.",kejahatan-kejahata,kejahatan-kejahatan
"Nick, pembawa acara ""America's Got Talent"" itu membocorkan bahwa dia dan istrinya yang menikah pada 20 April 2008 akan mengunjungi rempat wissata itu demi merayakan pernikahan dengan cara yang ""ajaib"".",rempat,tempat
"""Penempatan waktu ) dan kecerdesan gerakan dia luar biasa.",kecerdesan,kecerdasan
"""Momentum hari ulang tahun Kosek IV Hanudnas dijharapkan menjadi bahan evaluasi untuk institusi dan prajurit dalam menjalankan tugas sebagai prajurit di wilayah Biak sekitarnya,"" harap Pangkosek Hanudnas IV Marsma Fachri.",dijharapkan,diharapkan
"Defisit transaksi berjalan pada triwulan III-2013 sendiri menyusut menjadi 8,4 miliar dolar AS (3,8 persesn dari PDB) dibandingkan triwulan sebelumnya yang mencapai 9,9 miliar dolar AS (4,4 persen dari PDB).",persesn,persen
"Ia juga mengundang decak kagum penonton saat mencetak dari garis lemparan bebas sembari menggelantungi ring, sebelum kemudian mengirimkan umpan dari belakang badannya kepada Andre Iguodala yang diakhiri sebuah mudah.",menggelantungi,menggelantung
"Setidaknya, ada empat pasal yang dianggap mrlumpuhkan KPK, yakni pembatasan kewenangan penyadapan, pembentukan Dewan Pengawas, kewenangan Surat Perintah Penghentian Penyidikan, serta rekrutmen penyelidik dan penyidik.",mrlumpuhkan,melumpuhkan
"Kepala DKP Pemkap Sidoarjo M. Bahrul Amig mengatakan, persoalan sampah memang harus dituntaskan bersama-sama.",Pemkap,Pemkab
"Direktur teknik Asosiasi Sepak Bola Jepang (JFA) Masahiro Shimoda berkata kepada para pewarta, ""Komite teknik memutuskan untuk merekomendasikan Halilhidzic kepada dewan eksekutif sebagai pelatih Jepang berikutnya.""",Halilhidzic,Halilhodzic
"""Kalau fit and proper test ini kan yang menentujan kan internal PDI-P, silakan saja nanti kita serahkan ke PDI-P,"" ujar Lulung.",menentujan,menentukan
"Barang-barang yang masih bisa diselamatkan dari kelima tokonya yang berada di lantai dasar Blok 3 Pasar Senen itu hanya sekarung pakaian bekas, beberapa kilogram gula pasir dan dan beberapa sachet susu kental manis.",sekarung,sekarang
Seluruh amunisi tersebut ditemukan saat yang bersangkutan tengah menggali tanah di bagian pekarangannnya untuk membuat saluran air.,pekarangannnya,pekarangannya
Surat perintah penyidika kasus itu ditandatangani pada 15 Desember 2015.,penyidika,penyidik
Kapolda Sulsel Irjen Pol Pudji Hartanto yang mendampingi AKBP Hidayat dan Ipda Burhanuddin mengaku sangat wajar Hidayat meraih peghargaan tersebut.,peghargaan,penghargaan
"Kepala Seksi e-Government, Adhi Zulkifli menjelaskan, melalui penerapan e-Office ini akan semakin memudahkan pegawai dalam menelusuri seluruh riwayat pekerjaam.",pekerjaam,pekerjaan
"Menurut Ridwan Kamil, semangat bela negara tidak hanya mengandalkan aparat saja, namun peran potensi masyarakat bersinergi dengan warga sangat besar poteninya untuk menjaga kota agar tetap aman, tertib dan kondusif.",poteninya,potensinya
Ali mengaku suka Dewa 19 sejak masuk Pesantren Tebu Ireng ketika salah satu ustadnya sering mendengarkan lagu-lagu Dewa.,ustadnya,ustaznya
"""Kurangnya kualitas infrastruktur, baik yang dibiayai BRR maupun dana otsus yang menghubungkan kabupaten dengan pusat pemerintahan provinsi, mengakibatkan ekonomi biaya tinggi berupa mahalnya barga barang.",barga,harga
Wakil Buupati Manggarai Kamelus Deno menyatakan itu terkait informasi resmi dari Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) Bandung yang mengabarkan telah terjadi perubahan status gunung api itu dari aktif normal (level I) menjadi waspada atau level II.,Buupati,Bupati
Kepemimpnan Kalla usai tahun ini dan pucuk pimpinan Golkar pun kembali diperebutkan.,Kepemimpnan,Kepemimpinan
"""Justru kita 'lawan' game-game internasional dengan mengembangkan apliksi-aplikasi game dalam negeri,"" kata Rudiantara.",apliksi-aplikasi,aplikasi-aplikasi
"Semenjak SD ia mengaku mulai kurang percaya diri dalam bergaul sesama teman sesusianya karena sering diejek bahkan dijauhi oleh teman, baik di sekolah maupun di lingkungan tempat tinggalnya.",sesusianya,seusianya
Atas limpahan itu Kejagung mulai melakukan pemeriksaan para saksi dari pihak Kamenkumham dan notaris.,Kamenkumham,Kemenkumham
"""Black Bloc"", yang digambarkan oleh Presiden Mohamed Moursi sebagai kelompok penjahat, melakukan aksi vandalisme untuk menyampaikan pendapat mereka dan menekan pemerintah agar menanggapi tuntutan pemerintah.",Moursi,Morsi
